City,Date,AQI,PM2.5,PM10,NO2,SO2,CO,O3
Ahmedabad,2023-11-17,152,157.93,209.45,60.41,79.35,1.13,20.46
Kolkata,2023-09-13,96,50.32,219.72,25.58,3.32,0.57,59.66
Bangalore,2023-06-13,142,116.25,232.77,84.02,42.59,1.91,83.98
Mumbai,2023-05-17,135,92.8,254.78,69.78,31.43,0.61,76.83
Ahmedabad,2023-01-17,116,41.33,269.36,118.96,29.84,0.87,36.72
Hyderabad,2023-08-02,125,49.75,278.75,81.75,71.98,1.47,105.15
Pune,2023-06-03,156,168.81,185.14,77.74,73.91,2.34,101.32
Kolkata,2023-09-02,108,173.01,43.72,29.55,19.98,1.58,88.61
Chennai,2023-12-12,111,49.45,234.07,112.58,6.12,0.51,98.11
Bangalore,2023-07-16,162,160.33,221.51,107.05,18.95,0.45,94.23
Mumbai,2023-04-17,160,120.59,289.64,96.49,56.66,0.34,20.62
Mumbai,2023-05-29,52,47.67,28.07,109.74,71.48,0.7,118.13
Delhi,2023-03-10,101,64.16,194.63,92.77,2.81,0.95,36.08
Bangalore,2023-05-04,118,137.49,133.59,13.7,48.7,1.68,123.38
Delhi,2023-01-26,153,196.47,143.05,39.03,29.18,1.4,140.82
Ahmedabad,2023-10-02,89,119.65,65.59,22.18,41.17,1.88,113.9
Kolkata,2023-04-23,68,29.02,127.65,110.59,44.54,0.94,51.93
Kolkata,2023-10-24,141,99.91,241.58,116.38,41.12,0.58,104.03
Mumbai,2023-08-15,106,23.62,258.04,100.37,38.86,1.49,108.44
Ahmedabad,2023-10-23,100,40.89,231.59,55.61,44.55,1.98,54.44
Chennai,2023-03-25,93,94.04,125.61,43.3,77.27,1.98,7.93
Hyderabad,2023-02-23,76,67.58,89.75,91.54,4.65,1.88,124.42
Bangalore,2023-03-12,50,50.26,34.16,64.45,29.07,1.45,142.24
Hyderabad,2023-03-01,30,10.37,41.53,58.21,57.14,1.54,76.76
Pune,2023-12-17,84,68.9,125.36,75.34,15.08,1.97,88.41
Mumbai,2023-11-05,145,105.22,289.58,7.36,17.56,1.23,97.57
Bangalore,2023-07-26,168,186.97,199.92,105.9,27.69,2.11,59.84
Ahmedabad,2023-05-13,83,74.91,99.87,115.78,16.43,2.05,72.46
Kolkata,2023-08-14,133,104.37,226.49,95.03,14.33,1.16,65.77
Delhi,2023-07-11,127,94.18,245.99,39.52,35.74,2.41,9.6
Kolkata,2023-06-25,161,151.25,233.05,87.33,58.66,0.34,82.45
Ahmedabad,2023-07-18,40,27.87,23.37,98.67,57.56,1.15,141.36
Chennai,2023-09-22,196,193.89,280.21,60.35,60.87,1.74,122.66
Bangalore,2023-06-19,55,39.11,85.45,35.56,65.84,2.06,76.82
Pune,2023-09-21,57,69.39,34.05,60.5,73.27,2.02,58.16
Ahmedabad,2023-01-06,173,186.95,204.42,100.04,59.32,1.81,116.51
Ahmedabad,2023-01-21,82,97.01,64.56,102.04,5.48,0.82,80.39
Mumbai,2023-02-11,132,159.33,123.23,87.1,74.65,1.44,71.98
Chennai,2023-03-19,136,69.19,274.06,96.69,57.03,1.55,145.57
Bangalore,2023-08-27,75,63.8,87.8,90.3,64.19,1.57,99.54
Pune,2023-09-30,48,17.55,91.02,72.19,65.41,1.99,31.03
Ahmedabad,2023-10-22,106,171.61,41.16,50.23,9.35,1.5,57.68
Delhi,2023-05-19,78,49.38,135.22,28.35,56.45,0.49,142.5
Mumbai,2023-06-24,184,189.26,253.32,83.28,73.16,0.52,30.57
Pune,2023-04-05,95,69.06,181.18,8.24,31.82,0.77,92.96
Bangalore,2023-03-11,111,108.35,139.19,47.35,63.23,0.37,144.17
Chennai,2023-07-22,136,141.52,160.11,86.39,61.67,2.05,126.07
Kolkata,2023-11-27,138,88.39,268.98,87.75,67.44,2.48,21.88
Mumbai,2023-06-16,174,191.1,234.81,27.96,78.26,2.31,28.66
Pune,2023-08-23,114,115.55,143.91,118.19,6.65,1.64,34.77
Kolkata,2023-04-30,119,158.15,89.08,50.24,76.16,1.95,88.04
Bangalore,2023-06-29,128,90.81,236.74,99.36,21.08,1.72,18.78
Kolkata,2023-07-01,92,114.25,82.83,14.07,58.93,1.35,120.46
Ahmedabad,2023-09-16,183,184.54,271.52,23.46,66.68,0.88,83.85
Ahmedabad,2023-10-01,176,199.73,233.11,32.8,55.34,0.87,17.97
Kolkata,2023-10-12,87,126.61,45.14,64.62,42.16,1.65,40.47
Bangalore,2023-10-23,92,71.72,131.6,78.11,74.55,0.67,104.66
Delhi,2023-09-04,84,46.22,162.56,86.46,68.97,1.91,7.23
Ahmedabad,2023-10-09,147,166.68,167.15,116.04,2.34,2.08,53.55
Chennai,2023-03-04,121,141.76,105.75,119.47,10.05,0.56,134.37
Mumbai,2023-12-18,128,82.44,225.28,96.02,76.46,2.02,127.46
Ahmedabad,2023-09-26,108,115.2,116.16,92.59,14.76,0.36,118.87
Chennai,2023-12-23,79,94.06,65.12,62.16,32.68,1.06,96.07
Mumbai,2023-01-02,130,82.29,263.23,88.91,6.34,1.38,18.24
Chennai,2023-11-10,131,56.48,281.13,100.91,45.01,0.97,129.4
Hyderabad,2023-07-03,57,44.2,82.92,73.74,26.52,2.48,33.29
Delhi,2023-08-17,62,28.21,118.97,33.03,78.19,0.26,109.64
Mumbai,2023-01-04,127,73.73,246.94,103.4,23.18,1.14,110.27
Bangalore,2023-11-24,105,153.55,50.93,110.16,23.55,1.52,21.99
Bangalore,2023-12-13,100,86.75,156.37,5.01,71.32,0.22,117.18
Kolkata,2023-07-21,89,109.54,78.31,74.85,43.9,0.58,39.53
Chennai,2023-02-17,26,22.59,23.86,30.35,55.01,0.93,54.7
Pune,2023-12-02,148,138.5,227.61,72.24,23.53,1.37,41.53
Ahmedabad,2023-12-09,83,38.05,186.5,32.46,66.88,0.85,35.58
Pune,2023-11-28,132,150.58,162.3,18.09,19.26,2.5,121.87
Mumbai,2023-10-04,104,113.09,136.48,9.18,62.74,1.85,64.28
Delhi,2023-11-24,113,83.87,183.6,109.17,73.1,2.0,35.39
Bangalore,2023-10-17,106,29.21,270.3,22.15,53.66,1.6,117.65
Pune,2023-07-02,86,21.32,217.64,49.06,26.98,2.48,90.61
Ahmedabad,2023-07-07,141,110.0,235.59,91.49,53.26,2.49,71.67
Bangalore,2023-12-04,130,161.58,125.29,57.58,77.6,0.27,53.62
Hyderabad,2023-05-14,76,17.84,210.49,10.66,6.71,0.57,56.0
Ahmedabad,2023-10-25,150,198.53,127.87,32.92,46.87,0.69,141.38
Ahmedabad,2023-07-31,101,115.83,103.66,60.86,28.11,0.65,99.16
Mumbai,2023-04-15,175,167.55,264.93,86.01,55.62,0.33,20.92
Pune,2023-08-16,68,54.26,119.56,21.71,17.22,1.98,42.97
Kolkata,2023-11-16,94,38.82,209.82,88.75,30.21,2.0,39.79
Pune,2023-10-31,166,148.69,291.22,31.72,9.31,0.8,22.82
Chennai,2023-11-23,119,137.9,142.65,41.67,34.11,2.3,28.8
Kolkata,2023-06-04,92,125.18,52.56,107.56,5.68,1.94,59.19
Ahmedabad,2023-10-03,149,170.16,199.33,6.02,22.87,1.01,51.77
Hyderabad,2023-04-05,105,110.09,131.09,43.15,41.34,0.28,98.55
Ahmedabad,2023-05-27,60,63.05,70.26,13.39,47.81,1.51,82.33
Kolkata,2023-12-15,129,110.99,222.1,17.99,25.32,0.83,88.52
Hyderabad,2023-07-01,136,131.8,213.23,8.87,51.9,0.47,72.44
Hyderabad,2023-12-10,115,143.64,103.95,36.32,36.34,0.63,146.33
Delhi,2023-09-06,182,185.37,274.31,46.96,21.82,1.97,38.26
Bangalore,2023-03-25,63,31.03,128.06,13.99,24.11,1.73,148.74
Pune,2023-08-01,100,99.93,145.45,26.18,49.59,1.87,26.35
Bangalore,2023-08-26,128,197.95,48.46,100.95,31.81,1.57,59.38
Mumbai,2023-10-27,89,40.18,180.37,67.87,16.77,1.45,146.1
Mumbai,2023-12-16,142,101.39,276.5,71.16,12.53,1.46,31.24
Pune,2023-12-26,146,193.76,121.03,55.02,34.88,0.86,120.16
Pune,2023-03-14,98,22.17,254.87,26.52,78.37,1.07,94.39
Delhi,2023-10-16,127,75.49,244.66,59.88,72.56,1.52,139.64
Delhi,2023-09-03,117,96.24,178.24,101.02,19.28,2.18,90.83
Chennai,2023-06-22,92,25.17,234.53,40.74,64.81,1.37,44.82
Hyderabad,2023-02-05,179,155.36,295.99,46.91,52.64,1.61,104.7
Bangalore,2023-12-01,131,65.43,274.61,53.74,76.93,0.69,149.63
Chennai,2023-07-23,132,157.51,131.12,109.31,44.55,1.77,18.75
Delhi,2023-04-05,126,177.03,69.92,89.84,3.98,2.33,147.52
Pune,2023-10-11,175,169.03,257.82,86.06,38.42,1.13,62.31
Delhi,2023-06-26,158,190.29,146.08,111.96,70.58,2.11,90.3
Chennai,2023-07-17,100,71.54,189.0,6.55,5.33,1.76,133.79
Bangalore,2023-11-12,171,183.13,214.96,87.38,25.72,1.85,107.92
Mumbai,2023-06-18,110,147.97,76.36,73.42,3.61,1.12,115.8
Delhi,2023-10-29,180,168.76,293.32,74.83,13.31,1.07,6.38
Bangalore,2023-03-05,94,123.44,67.37,84.71,59.51,1.3,18.6
Ahmedabad,2023-03-27,138,80.72,285.9,64.02,7.64,1.66,118.01
Pune,2023-05-25,122,95.32,228.1,7.36,4.26,1.76,110.14
Chennai,2023-07-18,94,85.92,129.14,68.52,61.07,1.67,52.46
Chennai,2023-10-31,138,154.97,169.7,16.27,13.93,2.16,149.83
Kolkata,2023-05-26,71,83.47,63.26,32.11,35.12,0.85,106.71
Hyderabad,2023-05-31,158,166.24,222.87,19.73,11.62,2.26,123.83
Hyderabad,2023-10-25,130,196.59,67.74,80.82,57.83,0.59,21.2
Hyderabad,2023-06-16,59,56.9,67.1,82.51,34.82,1.44,11.86
Bangalore,2023-10-30,61,78.43,40.13,20.73,53.93,1.79,103.16
Delhi,2023-08-11,83,50.25,162.25,51.81,20.1,0.87,66.97
Bangalore,2023-03-20,120,82.5,225.92,24.36,50.95,1.76,121.3
Bangalore,2023-01-15,114,153.65,84.07,76.85,56.98,1.9,35.04
Ahmedabad,2023-02-04,91,51.11,171.91,104.29,77.43,1.92,5.82
Kolkata,2023-11-15,92,41.41,195.56,67.28,53.44,2.26,70.97
Hyderabad,2023-08-19,156,155.06,247.35,10.74,20.94,1.97,59.54
Ahmedabad,2023-06-03,111,166.4,46.49,82.89,18.77,0.34,101.06
Chennai,2023-11-03,103,151.93,76.76,10.58,9.75,2.13,58.79
Delhi,2023-11-18,118,103.33,197.22,9.27,72.06,2.4,65.51
Delhi,2023-10-30,128,91.57,259.73,8.26,40.19,2.39,41.66
Bangalore,2023-12-30,108,182.06,35.02,14.61,56.49,0.64,50.91
Bangalore,2023-09-04,120,164.83,69.04,113.79,14.92,0.26,106.19
Ahmedabad,2023-06-03,160,154.16,242.61,32.22,8.76,1.35,134.08
Delhi,2023-05-29,111,32.25,290.14,35.35,29.25,0.54,59.78
Mumbai,2023-03-31,138,106.15,251.71,78.75,22.56,1.48,14.31
Kolkata,2023-03-12,70,84.04,47.55,40.36,72.05,1.55,135.97
Hyderabad,2023-04-04,151,195.99,120.81,92.03,25.82,0.44,125.79
Delhi,2023-05-28,83,95.49,58.32,81.93,76.89,1.8,121.48
Ahmedabad,2023-05-22,55,28.33,67.29,118.01,40.47,0.23,143.53
Ahmedabad,2023-04-10,141,168.89,173.57,16.7,50.01,2.49,10.04
Mumbai,2023-09-14,78,54.74,130.28,47.86,72.11,1.36,69.84
Pune,2023-07-13,35,26.43,26.07,84.12,43.0,2.21,77.29
Delhi,2023-11-14,122,65.92,281.99,33.8,15.08,1.33,12.32
Chennai,2023-04-01,81,104.24,80.23,6.08,25.09,1.3,62.17
Kolkata,2023-08-07,139,120.14,218.89,82.69,32.71,0.52,77.43
Kolkata,2023-12-02,79,99.06,74.79,15.7,75.63,1.91,50.38
Kolkata,2023-09-04,85,43.74,169.81,87.05,32.92,0.29,38.03
Delhi,2023-02-26,152,164.93,175.59,113.51,72.91,1.31,51.15
Mumbai,2023-04-04,132,138.23,159.54,99.56,16.3,0.97,104.52
Ahmedabad,2023-04-13,150,93.57,289.85,76.98,76.03,1.86,110.08
Delhi,2023-05-21,77,37.02,165.52,34.06,79.9,0.81,38.45
Pune,2023-04-02,67,107.08,25.98,19.9,65.26,1.31,26.17
Hyderabad,2023-05-05,74,58.1,82.61,115.14,30.24,0.31,145.7
Pune,2023-08-29,85,58.34,134.49,104.16,29.88,1.51,82.55
Mumbai,2023-09-09,119,131.51,152.52,7.44,65.52,0.46,72.29
Kolkata,2023-01-20,128,144.05,135.02,89.59,12.25,1.7,124.82
Hyderabad,2023-03-03,97,120.12,107.61,23.79,28.95,1.44,33.47
Hyderabad,2023-04-29,113,180.46,29.23,69.63,63.57,0.76,80.96
Mumbai,2023-09-08,97,47.34,192.13,119.27,30.49,1.47,52.54
Pune,2023-05-19,124,174.27,70.06,108.49,13.82,0.42,99.68
Delhi,2023-05-23,83,133.99,34.79,38.69,37.95,0.81,12.1
Pune,2023-10-22,78,80.86,62.24,117.49,47.59,0.64,103.84
Delhi,2023-08-31,152,106.14,287.84,20.67,77.95,1.21,143.18
Bangalore,2023-10-28,146,110.72,245.34,88.1,50.33,1.16,119.9
Delhi,2023-10-15,81,11.86,184.6,104.59,52.94,2.04,134.78
Chennai,2023-10-08,189,193.3,261.83,98.77,8.74,0.75,85.73
Pune,2023-06-23,61,67.61,46.13,40.78,62.14,2.22,137.37
Mumbai,2023-07-06,88,80.78,133.88,48.22,53.96,1.02,7.95
Chennai,2023-01-05,43,52.59,28.07,59.15,18.06,1.24,45.27
Hyderabad,2023-09-30,164,198.27,173.22,79.39,73.7,1.06,29.15
Bangalore,2023-03-30,114,86.53,200.6,5.53,68.56,0.38,135.59
Bangalore,2023-05-01,133,107.31,228.31,50.53,12.15,1.76,123.49
Kolkata,2023-06-26,113,116.88,151.43,34.85,14.56,0.63,110.12
Hyderabad,2023-08-16,117,177.2,53.89,65.05,58.59,1.66,70.01
Pune,2023-09-23,33,21.49,53.3,44.47,11.18,1.18,30.9
Kolkata,2023-01-31,144,175.58,129.1,63.8,76.37,1.43,149.29
Mumbai,2023-09-09,70,46.87,124.59,51.63,26.14,1.38,59.81
Bangalore,2023-10-23,181,163.4,280.67,69.1,54.91,0.58,114.15
Chennai,2023-06-02,99,53.33,211.33,27.36,67.7,0.81,61.99
Pune,2023-09-15,149,152.33,204.76,69.61,34.51,1.74,64.06
Hyderabad,2023-10-17,40,26.83,76.65,16.81,42.64,2.47,9.98
Bangalore,2023-10-06,89,83.35,115.09,43.16,71.81,0.24,117.36
Chennai,2023-11-03,89,82.83,137.64,40.04,9.3,0.46,48.23
Hyderabad,2023-09-26,95,35.58,227.94,38.22,70.91,1.19,29.9
Hyderabad,2023-07-28,90,43.56,178.93,70.47,31.08,2.39,127.36
Kolkata,2023-01-19,77,96.85,47.21,93.03,31.7,0.64,75.07
Kolkata,2023-12-15,97,149.92,48.55,9.13,26.71,0.7,108.28
Ahmedabad,2023-03-10,140,109.4,247.85,60.03,44.5,2.14,67.54
Chennai,2023-04-09,119,109.12,182.22,63.86,22.13,0.71,58.61
Kolkata,2023-01-20,140,136.54,192.11,77.73,19.53,0.77,119.17
Hyderabad,2023-11-15,145,176.28,132.98,67.94,59.62,2.44,148.5
Bangalore,2023-09-10,153,179.2,199.1,5.8,56.56,0.75,13.29
Pune,2023-05-27,130,197.86,63.92,87.58,43.54,0.88,30.71
Hyderabad,2023-05-13,176,173.1,264.42,58.49,10.08,2.23,75.62
Pune,2023-03-09,96,87.4,122.2,65.49,49.15,1.27,135.01
Delhi,2023-10-15,106,119.88,103.99,91.64,9.97,0.63,121.17
Kolkata,2023-09-06,165,128.89,291.67,65.13,16.62,0.94,124.4
Ahmedabad,2023-10-06,158,147.47,237.66,62.64,63.09,0.93,79.84
Hyderabad,2023-10-06,105,61.99,202.57,80.37,40.48,2.03,74.9
Hyderabad,2023-08-08,113,108.62,178.44,5.19,78.43,0.89,16.2
Chennai,2023-04-16,94,24.77,205.46,108.59,77.61,0.7,113.59
Pune,2023-06-19,48,69.12,39.54,6.22,24.04,1.29,5.15
Mumbai,2023-09-08,82,73.4,129.24,35.06,43.27,0.73,24.55
Bangalore,2023-12-23,59,84.21,41.54,31.49,26.18,1.97,8.23
Chennai,2023-11-13,140,87.46,291.15,25.71,50.97,0.67,84.52
Delhi,2023-02-13,65,24.32,147.81,58.03,26.89,0.84,37.52
Mumbai,2023-01-06,69,10.35,185.14,38.52,15.1,1.77,81.69
Pune,2023-09-22,161,167.89,223.48,19.56,53.95,1.8,115.68
Chennai,2023-02-04,136,131.66,193.12,49.31,53.75,0.4,98.31
Pune,2023-11-12,115,50.02,249.1,105.56,18.42,0.37,92.52
Pune,2023-10-30,133,91.24,233.08,116.51,39.26,0.21,91.46
Bangalore,2023-11-04,115,167.32,75.83,65.3,36.88,1.73,14.27
Bangalore,2023-03-05,153,94.98,293.45,99.29,68.03,2.18,94.83
Pune,2023-05-01,136,78.2,299.56,37.16,48.02,0.85,21.25
Chennai,2023-09-04,106,77.14,183.3,69.25,44.3,0.48,68.83
Bangalore,2023-09-08,88,69.88,144.27,61.79,69.29,1.71,19.53
Kolkata,2023-11-23,167,168.09,231.02,58.6,61.09,1.3,111.81
Pune,2023-01-31,148,179.2,147.28,103.82,9.91,0.43,84.5
Kolkata,2023-02-05,74,39.07,152.21,15.85,48.96,2.17,111.96
Pune,2023-03-09,179,198.82,205.62,98.75,54.24,2.48,124.1
Pune,2023-10-15,116,79.71,211.0,72.88,51.09,0.99,67.17
Mumbai,2023-04-16,158,169.46,233.61,18.65,21.15,0.26,6.15
Ahmedabad,2023-07-07,177,161.87,273.33,50.05,45.93,1.82,143.18
Delhi,2023-11-25,43,20.87,89.49,10.65,50.09,1.83,49.7
Bangalore,2023-02-04,139,96.03,299.55,5.05,10.54,0.89,8.7
Delhi,2023-10-11,88,20.03,229.71,11.05,21.71,2.13,142.91
Pune,2023-08-10,166,194.29,195.53,52.82,64.62,0.88,43.54
Delhi,2023-08-04,136,111.85,235.82,64.55,49.25,1.93,19.66
Bangalore,2023-04-28,137,170.8,128.86,88.77,61.46,2.16,32.31
Mumbai,2023-07-22,41,16.33,52.36,94.25,65.41,1.56,89.34
Ahmedabad,2023-02-12,138,182.16,137.91,18.2,67.44,0.99,24.4
Pune,2023-08-21,56,16.69,117.82,81.3,12.2,0.74,82.65
Chennai,2023-10-24,92,64.6,156.51,50.99,72.0,0.37,87.09
Hyderabad,2023-01-27,174,197.74,215.64,48.69,34.12,1.01,92.52
Chennai,2023-07-20,141,165.7,136.65,87.42,73.47,2.32,107.08
Bangalore,2023-09-02,85,110.99,71.3,19.22,39.89,0.57,88.66
Bangalore,2023-09-23,73,109.87,30.2,11.64,10.84,0.55,148.53
Pune,2023-04-06,106,170.86,44.94,49.84,33.42,1.34,20.39
Kolkata,2023-08-18,57,89.12,29.25,34.32,17.69,1.33,6.62
Chennai,2023-06-29,166,172.56,217.89,99.08,52.18,1.37,36.76
Ahmedabad,2023-02-13,106,17.22,275.66,108.53,10.41,1.48,72.81
Pune,2023-10-16,131,163.97,98.15,91.1,66.93,0.76,148.91
Pune,2023-03-05,109,51.23,238.41,27.33,56.46,2.17,144.09
Pune,2023-08-25,146,194.51,135.25,30.08,42.09,1.69,71.4
Kolkata,2023-10-14,113,89.12,166.93,114.55,40.99,0.78,115.02
Hyderabad,2023-04-08,103,165.08,35.92,43.2,9.36,0.4,100.47
Kolkata,2023-12-01,150,175.58,164.59,38.96,58.23,1.64,120.94
Mumbai,2023-05-12,92,41.73,207.69,50.03,38.13,2.32,57.19
Kolkata,2023-07-31,64,79.06,46.52,57.16,48.57,1.14,61.65
Mumbai,2023-05-21,97,82.2,126.52,102.34,9.96,1.73,147.28
Chennai,2023-01-08,122,181.62,82.39,11.82,9.05,0.8,115.41
Chennai,2023-08-23,121,96.56,183.56,107.38,9.05,1.8,139.38
Pune,2023-10-29,154,169.18,215.45,6.66,20.07,1.59,77.85
Mumbai,2023-07-18,100,54.07,209.0,35.64,32.38,1.05,102.44
Bangalore,2023-03-03,55,49.05,76.14,17.47,18.19,1.6,111.16
Hyderabad,2023-01-01,42,57.95,20.33,17.7,56.9,1.77,51.77
Hyderabad,2023-07-08,170,148.87,255.9,108.4,15.56,1.8,144.64
Delhi,2023-12-13,112,76.69,198.06,84.17,32.97,0.44,92.97
Bangalore,2023-10-08,133,199.54,82.46,85.54,4.19,2.43,6.82
Mumbai,2023-03-16,81,24.52,193.87,44.04,59.17,1.32,65.81
Mumbai,2023-11-26,50,26.36,77.35,78.5,40.75,0.36,83.87
Delhi,2023-05-06,150,107.23,290.19,40.34,58.43,1.91,63.7
Hyderabad,2023-12-16,96,99.69,99.34,91.8,56.82,2.27,94.63
Kolkata,2023-12-16,143,145.66,193.33,75.91,68.29,2.29,31.14
Bangalore,2023-03-24,130,133.56,176.02,80.02,35.78,1.15,22.06
Bangalore,2023-11-24,97,43.4,207.89,116.21,22.0,0.53,8.51
Mumbai,2023-12-31,87,50.78,157.72,65.3,29.25,1.92,136.2
Pune,2023-11-12,107,168.9,56.73,31.3,45.79,0.91,11.05
Mumbai,2023-11-04,126,181.93,68.78,92.83,58.34,0.44,52.77
Kolkata,2023-10-28,35,14.4,68.45,28.18,14.95,0.41,81.31
Bangalore,2023-06-19,128,182.57,72.42,74.33,72.25,0.31,79.86
Bangalore,2023-10-03,165,186.47,205.85,45.15,57.5,1.54,55.34
Ahmedabad,2023-05-03,90,136.95,21.52,104.49,32.97,1.68,62.53
Ahmedabad,2023-07-21,165,178.98,193.59,73.68,79.01,1.64,139.7
Chennai,2023-04-01,84,55.62,164.63,63.49,19.67,1.81,9.3
Pune,2023-03-24,129,96.86,212.92,59.86,78.23,0.97,147.47
Chennai,2023-07-22,128,139.91,147.18,99.55,63.59,2.04,18.74
Delhi,2023-03-01,40,50.67,27.19,30.04,39.38,1.91,36.7
Pune,2023-02-09,60,73.02,26.69,93.39,27.76,0.95,104.86
Hyderabad,2023-09-15,141,89.19,260.9,116.52,12.08,1.53,119.91
Kolkata,2023-04-29,111,134.49,95.64,45.15,79.4,1.66,131.57
Mumbai,2023-03-26,126,169.74,100.4,78.27,48.07,1.63,29.45
Mumbai,2023-03-23,106,64.47,188.54,116.84,76.42,0.72,49.2
Ahmedabad,2023-01-12,132,85.77,253.71,110.31,20.45,0.81,37.02
Bangalore,2023-09-27,155,162.9,201.12,95.38,47.48,0.79,38.06
Kolkata,2023-01-31,56,13.77,108.59,118.17,13.45,0.27,88.84
Hyderabad,2023-04-30,156,161.05,224.93,26.32,46.04,0.27,68.72
Bangalore,2023-05-14,67,88.84,53.03,12.08,68.59,2.25,54.75
Mumbai,2023-01-02,119,113.71,153.46,90.28,15.17,1.53,134.07
Chennai,2023-08-04,136,137.86,174.4,114.34,22.18,2.18,49.8
Delhi,2023-04-10,116,50.52,261.81,27.47,69.0,1.25,126.09
Mumbai,2023-04-05,32,12.27,51.06,85.41,6.97,2.19,50.14
Delhi,2023-04-10,94,109.64,105.86,51.7,3.67,1.72,58.04
Kolkata,2023-10-02,34,10.93,71.32,30.16,24.5,2.22,65.99
Bangalore,2023-06-01,88,13.5,247.9,32.64,26.11,0.3,64.41
Bangalore,2023-05-05,93,131.73,45.13,57.85,79.49,1.85,84.3
Bangalore,2023-10-07,111,18.32,288.05,111.74,55.23,0.43,35.14
Ahmedabad,2023-04-17,176,159.71,273.47,63.83,43.54,1.13,129.25
Hyderabad,2023-11-22,109,12.25,296.56,75.38,34.97,0.42,106.38
Delhi,2023-05-13,199,197.77,286.15,89.56,77.74,0.44,45.59
Hyderabad,2023-05-14,107,23.68,292.22,11.9,68.82,1.97,59.5
Hyderabad,2023-03-28,42,11.16,77.12,61.8,37.72,1.55,116.93
Bangalore,2023-03-22,176,174.34,273.56,48.13,43.04,0.85,7.13
Hyderabad,2023-11-29,55,34.58,71.33,60.28,69.63,2.14,144.93
Hyderabad,2023-07-08,98,142.55,53.88,60.87,65.7,1.52,24.23
Kolkata,2023-09-23,154,174.19,167.57,86.17,31.1,1.42,146.68
Ahmedabad,2023-08-20,109,18.1,287.15,97.76,25.62,0.5,55.12
Bangalore,2023-03-25,63,35.21,117.81,61.85,4.56,0.82,91.37
Hyderabad,2023-12-11,105,156.38,67.45,29.76,37.87,1.53,52.24
Kolkata,2023-04-06,127,174.46,81.56,72.17,50.72,0.58,115.43
Mumbai,2023-03-30,120,64.22,265.8,14.32,64.44,1.67,89.55
Bangalore,2023-10-05,133,78.75,274.89,58.56,48.36,2.35,72.64
Hyderabad,2023-11-02,180,179.71,275.05,45.78,48.18,2.42,13.04
Bangalore,2023-07-23,101,108.15,101.55,71.91,58.5,0.36,132.94
Bangalore,2023-07-11,93,82.46,114.37,101.58,15.31,0.27,145.91
Hyderabad,2023-03-20,81,38.2,141.66,112.26,41.32,1.87,124.9
Bangalore,2023-11-06,155,154.13,230.93,11.92,27.15,1.12,125.21
Pune,2023-12-06,195,185.93,299.05,94.78,53.98,1.1,14.72
Kolkata,2023-11-25,121,129.43,159.38,53.67,27.13,0.4,48.39
Chennai,2023-09-15,178,158.9,292.25,80.45,45.18,0.88,16.14
Hyderabad,2023-01-01,132,102.75,232.54,52.36,78.87,1.11,53.3
Pune,2023-03-10,126,85.15,263.85,8.15,56.02,0.37,26.49
Ahmedabad,2023-10-03,77,125.19,24.21,19.4,20.45,1.76,88.63
Delhi,2023-06-03,161,150.72,258.89,48.33,28.91,2.11,39.45
Delhi,2023-12-30,93,106.24,65.85,107.28,57.4,0.26,132.12
Chennai,2023-01-20,89,105.35,108.09,35.3,8.82,1.33,12.27
Delhi,2023-06-30,85,57.98,153.4,53.11,25.8,1.23,73.73
Hyderabad,2023-06-10,125,136.5,141.28,109.1,60.95,0.37,27.29
Pune,2023-07-04,90,70.58,141.98,62.99,68.41,0.24,67.1
Chennai,2023-11-26,126,190.02,87.49,19.08,13.1,1.4,61.68
Ahmedabad,2023-05-31,67,71.4,55.83,49.49,70.88,1.13,125.88
Hyderabad,2023-01-25,108,63.46,236.96,29.06,20.08,0.31,32.24
Bangalore,2023-05-19,97,85.92,137.78,60.16,46.61,0.64,94.02
Hyderabad,2023-07-05,69,47.62,113.94,96.53,16.23,1.0,14.41
Ahmedabad,2023-02-08,83,94.41,96.3,38.05,56.52,0.21,18.82
Ahmedabad,2023-08-22,74,45.53,137.07,102.71,2.01,2.33,12.76
Chennai,2023-08-25,73,15.53,165.47,113.46,67.44,1.67,31.9
Hyderabad,2023-12-14,119,153.41,94.72,97.59,70.42,1.81,19.56
Mumbai,2023-09-29,93,22.31,222.89,78.64,71.81,1.4,81.85
Chennai,2023-09-09,182,188.38,272.46,12.35,31.5,0.82,74.8
Mumbai,2023-01-09,118,150.38,116.31,49.01,53.03,0.65,19.9
Bangalore,2023-11-24,68,33.57,118.56,112.82,11.38,2.08,82.52
Mumbai,2023-11-19,51,42.32,62.38,23.72,54.03,1.92,138.44
Delhi,2023-03-29,102,97.77,151.49,36.04,27.6,2.15,54.84
Hyderabad,2023-11-23,82,68.0,115.17,69.43,10.04,2.32,123.96
Hyderabad,2023-04-04,115,197.74,24.48,52.27,68.95,1.2,5.76
Ahmedabad,2023-03-08,116,92.47,207.03,23.71,36.95,0.23,74.24
Kolkata,2023-02-13,109,73.48,203.04,49.12,56.62,1.74,78.78
Pune,2023-04-16,73,97.58,52.52,25.94,21.19,0.35,108.15
Mumbai,2023-12-10,100,27.77,249.59,83.62,37.27,0.77,27.0
Kolkata,2023-07-19,125,178.2,72.75,70.4,77.01,1.67,68.79
Pune,2023-12-20,158,166.67,185.34,105.26,42.14,2.11,143.04
